champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Nami,Lux,267,99,2.84,2.4,0.4965,0.5035,0.405,0.449,0.5123,0.4877,0.4874,0.4834,0.0147,0.041,0.001,0.0037
Neeko,Veigar,518,45,1.97,2.19,0.5247,0.4753,0.426,0.467,0.4211,0.5789,0.483,0.5082,0.0063,0.006,0.0021,0.0007
Rakan,Blitzcrank,497,53,2.85,2.46,0.4202,0.5798,0.412,0.396,0.5203,0.4797,0.5,0.5082,0.028,0.1009,0.0017,0.1231
Taric,Rakan,44,497,2.69,3.31,0.4361,0.5639,0.376,0.405,0.4444,0.5556,0.4856,0.5,0.0077,0.028,0.0006,0.0017
Yuumi,Leona,350,89,3.68,2.78,0.4572,0.5428,0.438,0.406,0.4374,0.5626,0.4703,0.5252,0.0658,0.1396,0.0199,0.3998
Sett,Karma,875,43,1.96,2.84,0.5132,0.4868,0.403,0.451,0.4771,0.5229,0.4539,0.4778,0.0402,0.0668,0.104,0.007
Alistar,Sona,12,37,2.76,2.62,0.592,0.408,0.409,0.47,0.5239,0.4761,0.5015,0.4996,0.1226,0.0077,0.0699,0.0003
Morgana,Leona,25,89,2.62,2.25,0.5463,0.4537,0.465,0.372,0.4925,0.5075,0.493,0.5252,0.0487,0.1396,0.4907,0.3998
Zilean,Swain,26,50,3.09,2.03,0.4723,0.5277,0.461,0.45,0.5526,0.4474,0.5211,0.4792,0.0313,0.0193,0.0063,0.0096
Shaco,Sona,35,37,2.6,2.79,0.5027,0.4973,0.432,0.446,0.4797,0.5203,0.5025,0.4996,0.0249,0.0077,0.2796,0.0003
Lulu,Anivia,117,34,2.93,2.29,0.4191,0.5809,0.393,0.409,0.4895,0.5105,0.5068,0.5007,0.1701,0.0066,0.1765,0.0462
Veigar,Shaco,45,35,1.88,2.67,0.5013,0.4987,0.393,0.443,0.4335,0.5665,0.5082,0.5025,0.006,0.0249,0.0007,0.2796
Anivia,Lulu,34,117,2.29,2.93,0.5809,0.4191,0.409,0.393,0.5105,0.4895,0.5007,0.5068,0.0066,0.1701,0.0462,0.1765
Veigar,Braum,45,201,2.03,3.08,0.4286,0.5714,0.416,0.367,0.4111,0.5889,0.5082,0.4892,0.006,0.0151,0.0007,0.0007
Lux,Zyra,99,143,2.42,1.89,0.5459,0.4541,0.442,0.395,0.4795,0.5205,0.4834,0.5229,0.041,0.0265,0.0037,0.0031
Zyra,Soraka,143,16,2.04,2.72,0.5318,0.4682,0.409,0.278,0.5217,0.4783,0.5229,0.4954,0.0265,0.0255,0.0031,0.0011
Seraphine,Neeko,147,518,2.49,1.9,0.4907,0.5093,0.43,0.381,0.4513,0.5487,0.4769,0.483,0.0209,0.0063,0.0064,0.0021
Rakan,Senna,497,235,2.87,2.94,0.5288,0.4712,0.408,0.516,0.4492,0.5508,0.5,0.5275,0.028,0.1282,0.0017,0.2869
Leona,Pyke,89,555,2.29,2.28,0.4524,0.5476,0.402,0.481,0.5343,0.4657,0.5252,0.4923,0.1396,0.0666,0.3998,0.0406
Nautilus,Rell,111,526,2.46,2.33,0.5288,0.4712,0.442,0.433,0.4925,0.5075,0.5034,0.4836,0.1122,0.0364,0.0565,0.0666
Shen,Neeko,98,518,3.05,2.08,0.4925,0.5075,0.464,0.414,0.5,0.5,0.4798,0.483,0.0091,0.0063,0.1132,0.0021
Zilean,Soraka,26,16,3.18,2.7,0.5181,0.4819,0.401,0.292,0.5216,0.4784,0.5211,0.4954,0.0313,0.0255,0.0063,0.0011
Rell,Pantheon,526,80,2.38,2.08,0.5003,0.4997,0.449,0.486,0.528,0.472,0.4836,0.475,0.0364,0.0303,0.0666,0.1074
Neeko,Blitzcrank,518,53,1.83,2.55,0.4266,0.5734,0.417,0.416,0.4669,0.5331,0.483,0.5082,0.0063,0.1009,0.0021,0.1231
Thresh,Swain,412,50,2.52,2.33,0.4864,0.5136,0.447,0.502,0.4947,0.5053,0.5061,0.4792,0.2263,0.0193,0.2708,0.0096
Karma,Maokai,43,57,2.55,2.24,0.4936,0.5064,0.422,0.401,0.4669,0.5331,0.4778,0.5238,0.0668,0.0516,0.007,0.0109
Anivia,Zyra,34,143,2.06,2.04,0.5477,0.4523,0.414,0.43,0.4841,0.5159,0.5007,0.5229,0.0066,0.0265,0.0462,0.0031
Sett,Yuumi,875,350,2.15,4.36,0.4704,0.5296,0.434,0.48,0.4731,0.5269,0.4539,0.4703,0.0402,0.0658,0.104,0.0199
Neeko,Soraka,518,16,1.95,2.66,0.5132,0.4868,0.4,0.284,0.4844,0.5156,0.483,0.4954,0.0063,0.0255,0.0021,0.0011
Vel'Koz,Sett,161,875,2.55,1.8,0.5456,0.4544,0.464,0.393,0.5424,0.4576,0.4896,0.4539,0.0151,0.0402,0.0012,0.104
Sett,Rell,875,526,2.22,2.33,0.5414,0.4586,0.481,0.439,0.4889,0.5111,0.4539,0.4836,0.0402,0.0364,0.104,0.0666
Poppy,Lulu,78,117,2.13,3.17,0.5075,0.4925,0.417,0.404,0.4399,0.5601,0.4897,0.5068,0.0078,0.1701,0.0385,0.1765
Blitzcrank,Vel'Koz,53,161,2.3,2.11,0.5151,0.4849,0.38,0.439,0.5063,0.4937,0.5082,0.4896,0.1009,0.0151,0.1231,0.0012
Veigar,Sona,45,37,2.25,2.64,0.465,0.535,0.419,0.457,0.5591,0.4409,0.5082,0.4996,0.006,0.0077,0.0007,0.0003
Janna,Shen,40,98,2.8,2.83,0.465,0.535,0.389,0.453,0.5059,0.4941,0.5141,0.4798,0.0272,0.0091,0.0017,0.1132
Leona,Blitzcrank,89,53,2.51,2.38,0.5039,0.4961,0.417,0.423,0.533,0.467,0.5252,0.5082,0.1396,0.1009,0.3998,0.1231
Veigar,Rell,45,526,2.49,2.07,0.4898,0.5102,0.463,0.387,0.5183,0.4817,0.5082,0.4836,0.006,0.0364,0.0007,0.0666
Janna,Brand,40,63,2.91,1.79,0.5042,0.4958,0.409,0.427,0.5292,0.4708,0.5141,0.4843,0.0272,0.0165,0.0017,0.0016
Soraka,Braum,16,201,2.99,2.71,0.4822,0.5178,0.335,0.344,0.5569,0.4431,0.4954,0.4892,0.0255,0.0151,0.0011,0.0007
Zac,Gragas,154,79,2.87,2.34,0.4565,0.5435,0.481,0.453,0.5507,0.4493,0.5024,0.5053,0.0087,0.0145,0.0074,0.0033
Zilean,Taric,26,44,3.44,2.4,0.4475,0.5525,0.469,0.325,0.5378,0.4622,0.5211,0.4856,0.0313,0.0077,0.0063,0.0006
Taric,Shaco,44,35,2.7,2.9,0.4462,0.5538,0.348,0.488,0.5214,0.4786,0.4856,0.5025,0.0077,0.0249,0.0006,0.2796
Brand,Anivia,63,34,1.56,2.5,0.3496,0.6504,0.402,0.429,0.4528,0.5472,0.4843,0.5007,0.0165,0.0066,0.0016,0.0462
Soraka,Yuumi,16,350,2.53,4.55,0.3183,0.6817,0.29,0.429,0.4903,0.5097,0.4954,0.4703,0.0255,0.0658,0.0011,0.0199
Seraphine,Galio,147,3,2.7,2.42,0.528,0.472,0.456,0.434,0.5008,0.4992,0.4769,0.4798,0.0209,0.0372,0.0064,0.0388
Shen,Nami,98,267,2.7,3.05,0.586,0.414,0.439,0.355,0.5088,0.4912,0.4798,0.4874,0.0091,0.0147,0.1132,0.001
Senna,Zilean,235,26,2.72,3.24,0.4848,0.5152,0.48,0.441,0.4988,0.5012,0.5275,0.5211,0.1282,0.0313,0.2869,0.0063
Sona,Neeko,37,518,2.76,2.2,0.4358,0.5642,0.468,0.412,0.4842,0.5158,0.4996,0.483,0.0077,0.0063,0.0003,0.0021
Leona,Zilean,89,26,2.27,3.09,0.5698,0.4302,0.36,0.461,0.4778,0.5222,0.5252,0.5211,0.1396,0.0313,0.3998,0.0063
Rakan,Maokai,497,57,2.79,2.4,0.5059,0.4941,0.403,0.426,0.4914,0.5086,0.5,0.5238,0.028,0.0516,0.0017,0.0109
Leona,Maokai,89,57,2.53,2.25,0.5595,0.4405,0.417,0.432,0.5035,0.4965,0.5252,0.5238,0.1396,0.0516,0.3998,0.0109
Braum,Seraphine,201,147,2.92,2.52,0.5234,0.4766,0.398,0.424,0.4932,0.5068,0.4892,0.4769,0.0151,0.0209,0.0007,0.0064
Galio,Sett,3,875,2.48,2.19,0.4122,0.5878,0.474,0.464,0.5142,0.4858,0.4798,0.4539,0.0372,0.0402,0.0388,0.104
Neeko,Nami,518,267,1.99,2.94,0.5287,0.4713,0.4,0.443,0.4809,0.5191,0.483,0.4874,0.0063,0.0147,0.0021,0.001
Sona,Leona,37,89,2.57,2.74,0.3687,0.6313,0.467,0.4,0.4517,0.5483,0.4996,0.5252,0.0077,0.1396,0.0003,0.3998
Leona,Pantheon,89,80,2.75,1.89,0.5717,0.4283,0.447,0.475,0.5679,0.4321,0.5252,0.475,0.1396,0.0303,0.3998,0.1074
Vel'Koz,Nami,161,267,2.03,2.92,0.5088,0.4912,0.418,0.402,0.5102,0.4898,0.4896,0.4874,0.0151,0.0147,0.0012,0.001
Pantheon,Lulu,80,117,1.92,3.18,0.5,0.5,0.442,0.411,0.4617,0.5383,0.475,0.5068,0.0303,0.1701,0.1074,0.1765
Sett,Maokai,875,57,1.99,2.52,0.5418,0.4582,0.434,0.44,0.424,0.576,0.4539,0.5238,0.0402,0.0516,0.104,0.0109
Veigar,Maokai,45,57,2.13,2.21,0.4793,0.5207,0.435,0.369,0.4894,0.5106,0.5082,0.5238,0.006,0.0516,0.0007,0.0109
Thresh,Rell,412,526,2.82,2.16,0.5288,0.4712,0.461,0.392,0.5107,0.4893,0.5061,0.4836,0.2263,0.0364,0.2708,0.0666
Rakan,Lulu,497,117,2.78,3.24,0.4777,0.5223,0.374,0.389,0.4651,0.5349,0.5,0.5068,0.028,0.1701,0.0017,0.1765
Karma,Bard,43,432,2.57,2.88,0.5399,0.4601,0.423,0.433,0.4862,0.5138,0.4778,0.5076,0.0668,0.031,0.007,0.0016
Zilean,Rell,26,526,3.51,1.94,0.5067,0.4933,0.497,0.348,0.5501,0.4499,0.5211,0.4836,0.0313,0.0364,0.0063,0.0666
Thresh,Maokai,412,57,2.65,2.25,0.5215,0.4785,0.443,0.421,0.481,0.519,0.5061,0.5238,0.2263,0.0516,0.2708,0.0109
Shen,Yuumi,98,350,2.99,4.24,0.4754,0.5246,0.483,0.456,0.5094,0.4906,0.4798,0.4703,0.0091,0.0658,0.1132,0.0199
Soraka,Lux,16,99,2.61,2.44,0.4396,0.5604,0.277,0.431,0.5092,0.4908,0.4954,0.4834,0.0255,0.041,0.0011,0.0037
Rell,Braum,526,201,2.34,2.92,0.4763,0.5237,0.403,0.394,0.5052,0.4948,0.4836,0.4892,0.0364,0.0151,0.0666,0.0007
Soraka,Pyke,16,555,2.43,2.25,0.3961,0.6039,0.305,0.445,0.5135,0.4865,0.4954,0.4923,0.0255,0.0666,0.0011,0.0406
Leona,Poppy,89,78,2.65,2.3,0.5479,0.4521,0.434,0.456,0.5403,0.4597,0.5252,0.4897,0.1396,0.0078,0.3998,0.0385
Senna,Braum,235,201,2.95,2.97,0.4355,0.5645,0.52,0.388,0.5229,0.4771,0.5275,0.4892,0.1282,0.0151,0.2869,0.0007
Galio,Thresh,3,412,2.35,2.71,0.4807,0.5193,0.452,0.442,0.4891,0.5109,0.4798,0.5061,0.0372,0.2263,0.0388,0.2708
Braum,Janna,201,40,2.71,3.1,0.6219,0.3781,0.385,0.431,0.4537,0.5463,0.4892,0.5141,0.0151,0.0272,0.0007,0.0017
Gragas,Neeko,79,518,2.33,2.17,0.4941,0.5059,0.393,0.432,0.5088,0.4912,0.5053,0.483,0.0145,0.0063,0.0033,0.0021
Nautilus,Shen,111,98,2.58,2.82,0.5303,0.4697,0.458,0.505,0.5073,0.4927,0.5034,0.4798,0.1122,0.0091,0.0565,0.1132
Brand,Sona,63,37,1.98,2.73,0.5216,0.4784,0.431,0.465,0.5369,0.4631,0.4843,0.4996,0.0165,0.0077,0.0016,0.0003
Zilean,Lux,26,99,2.9,2.32,0.4487,0.5513,0.416,0.425,0.5235,0.4765,0.5211,0.4834,0.0313,0.041,0.0063,0.0037
Sett,Thresh,875,412,2.04,2.78,0.5274,0.4726,0.438,0.452,0.4652,0.5348,0.4539,0.5061,0.0402,0.2263,0.104,0.2708
Pantheon,Nautilus,80,111,2.02,2.53,0.4576,0.5424,0.48,0.454,0.4696,0.5304,0.475,0.5034,0.0303,0.1122,0.1074,0.0565
Morgana,Zilean,25,26,2.39,3.15,0.5697,0.4303,0.407,0.422,0.4567,0.5433,0.493,0.5211,0.0487,0.0313,0.4907,0.0063
Bard,Nami,432,267,2.71,3.15,0.4156,0.5844,0.461,0.413,0.4683,0.5317,0.5076,0.4874,0.031,0.0147,0.0016,0.001
Rell,Anivia,526,34,1.98,2.67,0.4539,0.5461,0.374,0.489,0.4385,0.5615,0.4836,0.5007,0.0364,0.0066,0.0666,0.0462
Anivia,Pantheon,34,80,2.2,1.86,0.5198,0.4802,0.451,0.448,0.5092,0.4908,0.5007,0.475,0.0066,0.0303,0.0462,0.1074
Seraphine,Braum,147,201,2.52,2.92,0.4766,0.5234,0.424,0.398,0.5068,0.4932,0.4769,0.4892,0.0209,0.0151,0.0064,0.0007
Zilean,Neeko,26,518,3.02,1.82,0.5165,0.4835,0.448,0.397,0.5482,0.4518,0.5211,0.483,0.0313,0.0063,0.0063,0.0021
Braum,Gragas,201,79,2.92,2.19,0.5,0.5,0.414,0.446,0.5915,0.4085,0.4892,0.5053,0.0151,0.0145,0.0007,0.0033
Anivia,Thresh,34,412,2.34,2.35,0.5754,0.4246,0.448,0.406,0.5279,0.4721,0.5007,0.5061,0.0066,0.2263,0.0462,0.2708
Yuumi,Swain,350,50,4.09,2.3,0.5529,0.4471,0.467,0.491,0.503,0.497,0.4703,0.4792,0.0658,0.0193,0.0199,0.0096
Yuumi,Shen,350,98,4.24,2.99,0.5246,0.4754,0.456,0.483,0.4906,0.5094,0.4703,0.4798,0.0658,0.0091,0.0199,0.1132
Swain,Anivia,50,34,2.23,2.2,0.4608,0.5392,0.471,0.46,0.5422,0.4578,0.4792,0.5007,0.0193,0.0066,0.0096,0.0462
Lulu,Maokai,117,57,3.0,2.28,0.5202,0.4798,0.394,0.398,0.475,0.525,0.5068,0.5238,0.1701,0.0516,0.1765,0.0109
Alistar,Rakan,12,497,2.79,2.98,0.5178,0.4822,0.404,0.407,0.5167,0.4833,0.5015,0.5,0.1226,0.028,0.0699,0.0017
Bard,Brand,432,63,2.58,1.75,0.4985,0.5015,0.447,0.418,0.4796,0.5204,0.5076,0.4843,0.031,0.0165,0.0016,0.0016
Shaco,Xerath,35,101,2.37,2.31,0.4796,0.5204,0.427,0.427,0.5235,0.4765,0.5025,0.4949,0.0249,0.0765,0.2796,0.0488
Xerath,Rell,101,526,2.69,2.06,0.5173,0.4827,0.485,0.373,0.5305,0.4695,0.4949,0.4836,0.0765,0.0364,0.0488,0.0666
Xerath,Veigar,101,45,2.7,1.77,0.6257,0.3743,0.451,0.386,0.5408,0.4592,0.4949,0.5082,0.0765,0.006,0.0488,0.0007
Rell,Shaco,526,35,1.98,3.05,0.4575,0.5425,0.376,0.505,0.4468,0.5532,0.4836,0.5025,0.0364,0.0249,0.0666,0.2796
Senna,Nami,235,267,2.82,3.12,0.4754,0.5246,0.504,0.424,0.5215,0.4785,0.5275,0.4874,0.1282,0.0147,0.2869,0.001
Rell,Galio,526,3,2.4,2.52,0.5344,0.4656,0.449,0.484,0.5168,0.4832,0.4836,0.4798,0.0364,0.0372,0.0666,0.0388
Sett,Rakan,875,497,2.14,3.16,0.5329,0.4671,0.438,0.432,0.4309,0.5691,0.4539,0.5,0.0402,0.028,0.104,0.0017
Yuumi,Morgana,350,25,4.15,2.42,0.5904,0.4096,0.448,0.431,0.5024,0.4976,0.4703,0.493,0.0658,0.0487,0.0199,0.4907
Yuumi,Sona,350,37,4.46,2.72,0.6785,0.3215,0.44,0.457,0.5038,0.4962,0.4703,0.4996,0.0658,0.0077,0.0199,0.0003
Morgana,Brand,25,63,2.44,1.77,0.5499,0.4501,0.434,0.421,0.4939,0.5061,0.493,0.4843,0.0487,0.0165,0.4907,0.0016
Rell,Thresh,526,412,2.16,2.82,0.4712,0.5288,0.392,0.461,0.4893,0.5107,0.4836,0.5061,0.0364,0.2263,0.0666,0.2708
Lulu,Sett,117,875,3.26,1.93,0.4987,0.5013,0.417,0.41,0.5545,0.4455,0.5068,0.4539,0.1701,0.0402,0.1765,0.104
Lulu,Soraka,117,16,3.21,2.74,0.5585,0.4415,0.364,0.277,0.4989,0.5011,0.5068,0.4954,0.1701,0.0255,0.1765,0.0011
Soraka,Zilean,16,26,2.7,3.18,0.4819,0.5181,0.292,0.401,0.4784,0.5216,0.4954,0.5211,0.0255,0.0313,0.0011,0.0063
Gragas,Shaco,79,35,2.21,2.67,0.5357,0.4643,0.403,0.454,0.4103,0.5897,0.5053,0.5025,0.0145,0.0249,0.0033,0.2796
Shen,Taric,98,44,2.9,2.51,0.4568,0.5432,0.505,0.392,0.5625,0.4375,0.4798,0.4856,0.0091,0.0077,0.1132,0.0006
Senna,Anivia,235,34,2.64,2.22,0.4237,0.5763,0.501,0.422,0.5152,0.4848,0.5275,0.5007,0.1282,0.0066,0.2869,0.0462
Soraka,Rakan,16,497,2.7,3.06,0.4528,0.5472,0.284,0.382,0.481,0.519,0.4954,0.5,0.0255,0.028,0.0011,0.0017
Lux,Sett,99,875,2.54,1.91,0.4707,0.5293,0.477,0.406,0.516,0.484,0.4834,0.4539,0.041,0.0402,0.0037,0.104
Sona,Sett,37,875,3.01,1.86,0.4164,0.5836,0.502,0.42,0.624,0.376,0.4996,0.4539,0.0077,0.0402,0.0003,0.104
Taric,Senna,44,235,2.85,3.05,0.5567,0.4433,0.394,0.524,0.4557,0.5443,0.4856,0.5275,0.0077,0.1282,0.0006,0.2869
Veigar,Sett,45,875,2.49,1.89,0.4578,0.5422,0.464,0.416,0.576,0.424,0.5082,0.4539,0.006,0.0402,0.0007,0.104
Zac,Zilean,154,26,2.69,2.88,0.6525,0.3475,0.451,0.447,0.526,0.474,0.5024,0.5211,0.0087,0.0313,0.0074,0.0063
Rell,Nautilus,526,111,2.33,2.46,0.4712,0.5288,0.433,0.442,0.5075,0.4925,0.4836,0.5034,0.0364,0.1122,0.0666,0.0565
Lux,Poppy,99,78,2.42,2.26,0.4882,0.5118,0.449,0.423,0.5387,0.4613,0.4834,0.4897,0.041,0.0078,0.0037,0.0385
Nautilus,Poppy,111,78,2.67,2.23,0.5687,0.4313,0.442,0.453,0.5349,0.4651,0.5034,0.4897,0.1122,0.0078,0.0565,0.0385
Pantheon,Swain,80,50,2.03,2.32,0.5251,0.4749,0.465,0.491,0.476,0.524,0.475,0.4792,0.0303,0.0193,0.1074,0.0096
Sona,Janna,37,40,2.86,2.8,0.5,0.5,0.458,0.388,0.5032,0.4968,0.4996,0.5141,0.0077,0.0272,0.0003,0.0017
Xerath,Zilean,101,26,2.36,2.83,0.5942,0.4058,0.423,0.402,0.4847,0.5153,0.4949,0.5211,0.0765,0.0313,0.0488,0.0063
Rell,Janna,526,40,2.02,3.16,0.4774,0.5226,0.347,0.46,0.4728,0.5272,0.4836,0.5141,0.0364,0.0272,0.0666,0.0017
Lux,Sona,99,37,2.67,2.62,0.6147,0.3853,0.448,0.43,0.4939,0.5061,0.4834,0.4996,0.041,0.0077,0.0037,0.0003
Karma,Gragas,43,79,2.57,2.29,0.471,0.529,0.415,0.394,0.5236,0.4764,0.4778,0.5053,0.0668,0.0145,0.007,0.0033
Galio,Senna,3,235,2.27,3.16,0.4573,0.5427,0.439,0.553,0.4278,0.5722,0.4798,0.5275,0.0372,0.1282,0.0388,0.2869
Lulu,Sona,117,37,3.15,2.91,0.5434,0.4566,0.378,0.449,0.4794,0.5206,0.5068,0.4996,0.1701,0.0077,0.1765,0.0003
Galio,Blitzcrank,3,53,2.3,2.6,0.414,0.586,0.455,0.43,0.4908,0.5092,0.4798,0.5082,0.0372,0.1009,0.0388,0.1231
Xerath,Anivia,101,34,2.45,1.89,0.4909,0.5091,0.455,0.386,0.5368,0.4632,0.4949,0.5007,0.0765,0.0066,0.0488,0.0462
Zyra,Nautilus,143,111,2.12,2.31,0.429,0.571,0.45,0.403,0.5065,0.4935,0.5229,0.5034,0.0265,0.1122,0.0031,0.0565
Janna,Neeko,40,518,2.78,1.89,0.5133,0.4867,0.479,0.389,0.5,0.5,0.5141,0.483,0.0272,0.0063,0.0017,0.0021
Zilean,Anivia,26,34,3.15,2.07,0.4604,0.5396,0.434,0.406,0.5349,0.4651,0.5211,0.5007,0.0313,0.0066,0.0063,0.0462
Shen,Sona,98,37,2.74,2.76,0.625,0.375,0.456,0.467,0.4684,0.5316,0.4798,0.4996,0.0091,0.0077,0.1132,0.0003
Morgana,Soraka,25,16,2.51,2.68,0.5464,0.4536,0.416,0.293,0.5133,0.4867,0.493,0.4954,0.0487,0.0255,0.4907,0.0011
Thresh,Pyke,412,555,2.41,2.19,0.4389,0.5611,0.435,0.467,0.5136,0.4864,0.5061,0.4923,0.2263,0.0666,0.2708,0.0406
Pyke,Shen,555,98,2.41,2.56,0.5831,0.4169,0.482,0.458,0.5,0.5,0.4923,0.4798,0.0666,0.0091,0.0406,0.1132
Thresh,Zac,412,154,2.61,2.8,0.4373,0.5627,0.452,0.483,0.5015,0.4985,0.5061,0.5024,0.2263,0.0087,0.2708,0.0074
Vel'Koz,Leona,161,89,2.22,2.24,0.4973,0.5027,0.453,0.377,0.4912,0.5088,0.4896,0.5252,0.0151,0.1396,0.0012,0.3998
Soraka,Vel'Koz,16,161,2.74,2.13,0.4728,0.5272,0.276,0.409,0.5435,0.4565,0.4954,0.4896,0.0255,0.0151,0.0011,0.0012
Zyra,Morgana,143,25,2.13,2.3,0.5068,0.4932,0.416,0.417,0.5435,0.4565,0.5229,0.493,0.0265,0.0487,0.0031,0.4907
Blitzcrank,Brand,53,63,2.38,1.8,0.5809,0.4191,0.411,0.446,0.4926,0.5074,0.5082,0.4843,0.1009,0.0165,0.1231,0.0016
Vel'Koz,Karma,161,43,2.2,2.61,0.5376,0.4624,0.413,0.395,0.507,0.493,0.4896,0.4778,0.0151,0.0668,0.0012,0.007
Zilean,Sett,26,875,3.37,1.78,0.4915,0.5085,0.478,0.385,0.5614,0.4386,0.5211,0.4539,0.0313,0.0402,0.0063,0.104
Galio,Xerath,3,101,2.32,2.63,0.4541,0.5459,0.427,0.472,0.4734,0.5266,0.4798,0.4949,0.0372,0.0765,0.0388,0.0488
Taric,Galio,44,3,2.8,2.5,0.5284,0.4716,0.404,0.428,0.4972,0.5028,0.4856,0.4798,0.0077,0.0372,0.0006,0.0388
Pantheon,Janna,80,40,1.91,3.0,0.5485,0.4515,0.438,0.425,0.4919,0.5081,0.475,0.5141,0.0303,0.0272,0.1074,0.0017
Lux,Veigar,99,45,2.54,1.94,0.5499,0.4501,0.458,0.408,0.534,0.466,0.4834,0.5082,0.041,0.006,0.0037,0.0007
Senna,Taric,235,44,3.05,2.85,0.4433,0.5567,0.524,0.394,0.5443,0.4557,0.5275,0.4856,0.1282,0.0077,0.2869,0.0006
Xerath,Blitzcrank,101,53,2.3,2.4,0.4363,0.5637,0.452,0.392,0.4855,0.5145,0.4949,0.5082,0.0765,0.1009,0.0488,0.1231
Veigar,Blitzcrank,45,53,1.95,2.62,0.3675,0.6325,0.429,0.405,0.4712,0.5288,0.5082,0.5082,0.006,0.1009,0.0007,0.1231
Janna,Nautilus,40,111,2.76,2.48,0.3855,0.6145,0.418,0.4,0.4706,0.5294,0.5141,0.5034,0.0272,0.1122,0.0017,0.0565
Lulu,Lux,117,99,2.95,2.44,0.5083,0.4917,0.366,0.441,0.5078,0.4922,0.5068,0.4834,0.1701,0.041,0.1765,0.0037
Brand,Thresh,63,412,1.94,2.41,0.4948,0.5052,0.462,0.411,0.5206,0.4794,0.4843,0.5061,0.0165,0.2263,0.0016,0.2708
Seraphine,Lulu,147,117,2.55,3.11,0.4629,0.5371,0.401,0.371,0.4861,0.5139,0.4769,0.5068,0.0209,0.1701,0.0064,0.1765
Senna,Thresh,235,412,2.83,2.65,0.4592,0.5408,0.524,0.431,0.5201,0.4799,0.5275,0.5061,0.1282,0.2263,0.2869,0.2708
Bard,Morgana,432,25,2.76,2.38,0.4348,0.5652,0.453,0.435,0.5212,0.4788,0.5076,0.493,0.031,0.0487,0.0016,0.4907
Alistar,Zilean,12,26,2.48,3.13,0.5331,0.4669,0.391,0.448,0.4762,0.5238,0.5015,0.5211,0.1226,0.0313,0.0699,0.0063
Swain,Thresh,50,412,2.33,2.52,0.5136,0.4864,0.502,0.447,0.5053,0.4947,0.4792,0.5061,0.0193,0.2263,0.0096,0.2708
Shaco,Pantheon,35,80,2.79,1.79,0.5003,0.4997,0.472,0.428,0.5435,0.4565,0.5025,0.475,0.0249,0.0303,0.2796,0.1074
Karma,Taric,43,44,2.96,2.57,0.5223,0.4777,0.412,0.366,0.5857,0.4143,0.4778,0.4856,0.0668,0.0077,0.007,0.0006
Leona,Nami,89,267,2.5,2.78,0.593,0.407,0.388,0.43,0.5441,0.4559,0.5252,0.4874,0.1396,0.0147,0.3998,0.001
Galio,Rakan,3,497,2.66,2.69,0.495,0.505,0.454,0.419,0.5399,0.4601,0.4798,0.5,0.0372,0.028,0.0388,0.0017
Sona,Gragas,37,79,2.86,2.47,0.359,0.641,0.494,0.444,0.5893,0.4107,0.4996,0.5053,0.0077,0.0145,0.0003,0.0033
Rakan,Janna,497,40,2.86,2.93,0.5617,0.4383,0.403,0.398,0.4886,0.5114,0.5,0.5141,0.028,0.0272,0.0017,0.0017
Lux,Braum,99,201,2.49,2.91,0.4878,0.5122,0.471,0.381,0.4781,0.5219,0.4834,0.4892,0.041,0.0151,0.0037,0.0007
Janna,Seraphine,40,147,3.07,2.48,0.4619,0.5381,0.403,0.412,0.5639,0.4361,0.5141,0.4769,0.0272,0.0209,0.0017,0.0064
Rakan,Nautilus,497,111,2.81,2.51,0.421,0.579,0.406,0.417,0.4967,0.5033,0.5,0.5034,0.028,0.1122,0.0017,0.0565
Anivia,Maokai,34,57,2.33,2.18,0.5631,0.4369,0.447,0.429,0.4734,0.5266,0.5007,0.5238,0.0066,0.0516,0.0462,0.0109
Senna,Galio,235,3,3.16,2.27,0.5427,0.4573,0.553,0.439,0.5722,0.4278,0.5275,0.4798,0.1282,0.0372,0.2869,0.0388
Janna,Poppy,40,78,2.88,2.43,0.4317,0.5683,0.484,0.431,0.5227,0.4773,0.5141,0.4897,0.0272,0.0078,0.0017,0.0385
Yuumi,Seraphine,350,147,4.65,2.31,0.6558,0.3442,0.451,0.398,0.5434,0.4566,0.4703,0.4769,0.0658,0.0209,0.0199,0.0064
Vel'Koz,Anivia,161,34,2.24,1.92,0.5774,0.4226,0.433,0.417,0.5823,0.4177,0.4896,0.5007,0.0151,0.0066,0.0012,0.0462
Zyra,Pantheon,143,80,2.22,1.87,0.4507,0.5493,0.447,0.433,0.5471,0.4529,0.5229,0.475,0.0265,0.0303,0.0031,0.1074
Yuumi,Pantheon,350,80,4.17,2.14,0.5238,0.4762,0.466,0.471,0.4841,0.5159,0.4703,0.475,0.0658,0.0303,0.0199,0.1074
Shaco,Senna,35,235,2.63,2.81,0.4949,0.5051,0.45,0.49,0.4765,0.5235,0.5025,0.5275,0.0249,0.1282,0.2796,0.2869
Veigar,Shen,45,98,2.24,2.64,0.5109,0.4891,0.445,0.42,0.5595,0.4405,0.5082,0.4798,0.006,0.0091,0.0007,0.1132
